34
1    -1    5    2.499999999999999781e-06    0.019531249999999996531    9.1787798753429111802e-06
2    -1    6    7.5710678118654724762e-06    0.023492240906502228487    8.4409715080670652467e-06
3    -1    11    7.500000000000001037e-06    0.045072115384615397959    5.7662812973353983476e-06
4    -1    12    3.3284271247461914545e-06    0.047751841054940513676    1.8848076824970762234e-05
5    -1    13    7.5710678118654750173e-06    0.033248879241221274139    1.5008331019803635131e-05
6    1    0    3.3284271247461893369e-06    0.037427118664683060867    1.8309833423600559301e-05
7    2    0    3.3284271247461906075e-06    0.044671077115912068145    3.0663496212923928102e-05
8    3    0    2.7360679774997910844e-06    0.036696411654410773795    1.1180339887498962417e-06
9    9    0    7.500000000000001037e-06    0.038846685082872943473    8.7321245982864956388e-06
10    10    0    4.9999999999999997737e-07    0.012500000000000000694    2.0451161336217559878e-05
11    10    0    1.500000000000000038e-06    0.019396551724137935102    1.7557049866079437334e-05
12    1    2    2.6213203435596435587e-06    0.015202036158317807149    2.7037699223325170611e-05
13    1    6    3.0495097567963918214e-06    0.027033458595338340918    4.0325114079127408466e-05
14    1    10    1.500000000000000038e-06    0.024456521739130439308    3.436523703644930709e-05
15    2    4    4.9999999999999997737e-07    0.020833333333333332177    2.0079727664317190735e-05
16    2    6    5.74404424085075899e-06    0.017662764582896558346    2.202669107007208712e-05
17    2    9    2.6213203435596444058e-06    0.039949536881160777058    3.0748240824534255522e-05
18    2    10    2.8452078799117159635e-06    0.024680511828999149304    3.808070073919326892e-05
19    4    6    2.08113883008418862e-06    0.04511602948004359015    2.7787813131983244775e-05
20    4    9    1.2071067811865477672e-06    0.028021284253587463997    2.8307787031083681255e-05
21    6    7    3.8911649915626338696e-06    0.024264687486478579703    2.6177362554470976348e-05
22    6    8    3.4999999999999982534e-06    0.015312499999999987579    1.7728416147400478638e-05
23    6    11    1.500000000000000038e-06    0.020833333333333339116    3.2188782100126006212e-05
24    6    13    3.2386127875258309718e-06    0.022411565785311612226    3.2865007301862630767e-05
25    7    11    3.4999999999999999475e-06    0.032579787234042555111    1.6154997205399051027e-05
26    8    9    3.0495097567963926684e-06    0.03274475266477604174    3.0643484875785895866e-05
27    8    12    2.2320508075688772218e-06    0.024421817684161163664    2.5035759047413878365e-05
28    8    13    3.0495097567963918214e-06    0.032289964433320793302    2.7061171827377288556e-05
29    9    13    1.4999999999999970734e-06    0.018749999999999929917    4.4213874033267221565e-05
30    9    13    4.9999999999999997737e-07    0.03125    5.3611236012941963195e-05
31    9    13    4.9999999999999997737e-07    0.03125    5.1204771762439809583e-05
32    10    12    4.5620192023179809271e-06    0.014823375500226488449    2.2401477665642463826e-05
33    11    12    2.5000000000000010515e-06    0.015318627450980405388    2.4682229361186441136e-05
34    11    12    4.9999999999999997737e-07    0.0078125    3.2704674122942848865e-05
