1    -1    5    0    1.118033988749903018e-08    1.1068536488623963645e-06    3.3205609465871885755e-17    0
2    -1    24    0    1.8416429697159846998e-05    1.782236167341430755e-05    3.0298014844804324201e-16    0
3    -1    24    0    1.8153324560485387628e-05    1.782236167341430755e-05    2.4594859109311741757e-15    0
4    -1    26    0    2.054570209604731997e-06    2.0987417218543046797e-06    4.6382192052980121311e-16    0
5    -1    27    0    1.3816656072724995929e-05    3.1906952789699567248e-06    1.5953476394849781536e-17    0
6    -1    27    0    4.6355426422793051088e-06    3.1906952789699567248e-06    8.2958077253218870152e-16    0
7    -1    27    0    1.0122831676724386823e-05    3.1906952789699571483e-06    9.5720858369098726196e-18    0
8    -1    34    0    2.0768503389403798168e-05    2.3669672131147542505e-06    2.8403606557377051739e-17    0
9    -1    34    0    1.0833411569329331751e-05    2.366967213114753827e-06    1.4201803278688522788e-17    0
10    -1    34    0    6.0145600940053501341e-06    2.3669672131147542505e-06    1.0319977049180326436e-15    0
11    -1    42    0    4.0311288741493206433e-08    3.990817585407781697e-06    1.2730708097450822104e-15    0
12    -1    66    0    4.4364093897921372313e-06    2.6523140495867766032e-06    1.5516037190082641162e-15    0
13    -1    67    0    1.7960048320647844616e-05    4.1136917339962713366e-06    7.0344128651336231071e-16    0
14    -1    68    0    2.6858839761194067055e-05    4.4341306954436433474e-06    3.4586219424460411521e-16    0
15    -1    68    0    1.8440527771952097149e-05    4.4341306954436441945e-06    4.567154616306952827e-16    0
16    -1    70    0    3.8602441442737752254e-05    6.422551616673159067e-06    2.6204010596026487381e-15    0
17    -1    70    0    2.5628189404401534914e-05    6.422551616673159914e-06    7.0648067783404745971e-16    0
18    -1    70    0    3.7761721603557594357e-05    6.422551616673159067e-06    1.0404533619010516004e-15    0
19    -1    93    0    5.1038614188500822384e-07    2.1821962616822430398e-06    3.5569799065420561114e-16    0
20    -1    97    0    1.9724430641822038771e-06    3.5275569358178052973e-06    1.4392432298136644506e-15    0
21    -1    100    0    2.3073773587772555946e-05    3.9863446676970629997e-06    2.0330357805255016332e-15    0
22    -1    115    0    1.2312888990513022835e-06    2.5436283185840704108e-06    3.433898230088495274e-16    0
23    -1    132    0    1.4027341898053803199e-05    7.0736059479553904821e-06    7.9224386617100378968e-16    0
24    -1    132    0    1.1614625643075366128e-05    7.0736059479553904821e-06    2.2211122676579925703e-15    0
25    -1    147    0    3.697385536010737416e-06    4.1288523852385244177e-06    3.0636084698469846285e-15    0
26    -1    149    0    5.1837484048039798049e-06    5.9630000000000003369e-06    3.4108359999999999535e-15    0
27    -1    188    0    4.4803398874989217453e-07    6.700000000000000438e-07    3.349999999999999893e-18    0
28    -1    189    0    1.0021731349932665666e-05    2.4382044444444443638e-06    1.1386414755555553222e-15    0
29    -1    193    0    6.9020877118295268421e-06    4.8132868020304562568e-06    1.3140272969543142144e-15    0
30    -1    200    0    1.3593233479035723337e-06    2.4155938697318012077e-06    5.0244352490421462746e-16    0
31    -1    213    0    6.5764732189829229654e-08    6.5107084867931225348e-06    2.1094695497209716362e-15    0
32    -1    220    0    5.634172742656915343e-06    1.9979960185799604202e-06    1.2067895952222957832e-15    0
33    -1    247    0    4.9999999999999521281e-09    4.9500000000000002525e-07    1.4850000000000001871e-18    0
34    -1    254    0    2.6033816110957682429e-05    4.2688240380458294146e-06    3.7437586813661928585e-15    0
35    -1    261    0    1.7113566026721939878e-05    3.6529936305732485871e-06    2.4475057324840765322e-16    0
36    -1    267    0    5.9152096659793313826e-06    5.3653045066991479243e-06    5.6443003410475029249e-15    0
37    -1    270    0    2.6991131498470899845e-06    2.8008868501529056373e-06    1.06433700305810371e-15    0
38    -1    281    0    2.0358105949147747361e-05    4.1010436681222698469e-06    5.3313567685589508146e-16    0
39    -1    281    0    1.1039960261604450249e-05    4.1010436681222698469e-06    4.1010436681222698574e-18    0
40    -1    281    0    1.036443247336716399e-05    4.101043668122270694e-06    4.1010436681222706278e-18    0
41    -1    281    0    1.0773431112521249933e-05    4.1010436681222698469e-06    4.1010436681222698574e-17    0
42    -1    281    0    1.266946616312615345e-05    4.101043668122270694e-06    4.1010436681222706278e-18    0
43    -1    288    0    1.4098663587296817658e-05    3.9082795180722882793e-06    1.7704506216867466195e-15    0
44    -1    288    0    2.083540654524495086e-05    3.9082795180722882793e-06    1.95413975903614409e-17    0
45    -1    289    0    2.9782836449336328919e-05    7.2070270270270259472e-06    4.1080054054054045018e-16    0
46    -1    301    0    4.7169905660283084593e-08    4.6698206603680219865e-06    9.3396413207360444377e-18    0
47    -1    310    0    3.9086703185289784897e-06    3.1800531208499336507e-06    1.163899442231075682e-15    0
48    -1    321    0    5.7184704219677628078e-07    3.2030701754385972607e-06    3.6194692982456143186e-16    0
49    -1    334    0    1.5000000000000068143e-08    1.4849999999999961582e-06    2.8214999999999919585e-17    0
50    -1    335    0    1.5308874001629678473e-05    4.0624966261808363507e-06    3.9812466936572190712e-16    0
51    -1    352    0    6.9464676932198354567e-06    3.7889875835721097859e-06    2.5196767430754528771e-15    0
52    -1    353    0    1.8503907494390047937e-06    1.0689545454545453459e-05    2.3516999999999993425e-16    0
53    -1    367    0    3.0941585694267249396e-06    4.6032435897435906044e-06    4.3132392435897438844e-15    0
54    -1    367    0    1.719698576684804863e-05    4.6032435897435897574e-06    1.7492325641025637398e-16    0
55    -1    388    0    1.118033988749903018e-08    1.1068536488623931881e-06    1.5495951084073503339e-17    0
56    -1    394    0    3.3197245600956578671e-06    1.7082481203007518294e-05    2.2378050375939845693e-15    0
57    -1    408    0    1.4511038182767725544e-05    5.5700474452554736939e-06    3.264047802919707389e-15    0
58    -1    417    0    1.3915528128088316287e-06    6.6999999999999993792e-07    1.8089999999999995416e-17    0
59    -1    432    0    4.4520544705891239507e-05    6.9503208395802091728e-06    6.4915996641679143243e-15    0
60    -1    432    0    1.3105850280551382253e-05    6.9503208395802100198e-06    4.4482053373313346423e-16    0
61    -1    433    0    1.982788671023935436e-07    4.3017211328976040293e-06    8.6034422657952073078e-16    0
62    -1    448    0    1.2150006380613592773e-05    4.0749743589743601041e-06    9.9429374358974384108e-16    0
63    -1    454    0    1.4439003481574018535e-06    2.4612244897959187875e-06    4.0117959183673479061e-16    0
64    -1    458    0    3.2750541376126006572e-05    6.278294117647057188e-06    9.5430070588235257495e-16    0
65    -1    458    0    2.8739558472139204153e-05    6.2782941176470563409e-06    3.5786276470588214165e-16    0
66    -1    477    0    4.9999999999999521281e-09    4.9500000000000002525e-07    4.9500000000000006238e-19    0
67    -1    478    0    1.0345670375547265134e-06    1.8377142857142857739e-06    2.7933257142857136218e-16    0
68    -1    479    0    3.3258760933416822803e-06    4.5639908256880735719e-06    8.123903669724769844e-16    0
69    -1    481    0    4.4803398874989228041e-07    6.6999999999999993792e-07    2.0099999999999993195e-17    0
70    14    0    3.1196596181813436276e-06    0    6.485026737967916048e-06    2.3994598930481284273e-16    0
71    21    0    1.8239739037038061513e-05    0    5.345213793103447749e-06    1.06904275862068951e-16    0
72    23    0    1.5296404277881480024e-06    0    1.8244615384615381817e-06    1.8062169230769225804e-16    0
73    30    0    5.9371710435189319597e-08    0    5.8777993330837697452e-06    1.2284600606145076929e-15    0
74    31    0    5.8547578439630196121e-06    0    2.1608519269776880193e-06    8.384105476673429867e-16    0
75    56    0    5.0293488406789151128e-06    0    5.5654612095296282211e-06    7.1571831154551012567e-15    0
76    64    0    1.2423770491803346121e-06    0    1.2576229508196719452e-06    1.1821655737704915464e-16    0
77    78    0    1.1082512050455073182e-05    0    3.859040747028861299e-06    3.3573654499151086015e-16    0
78    78    0    2.2049452069034369269e-05    0    3.859040747028861299e-06    1.4664354838709669839e-16    0
79    96    0    1.350515156192235772e-06    0    3.366475409836065911e-06    9.1568131147540998468e-16    0
80    106    0    1.3825105586858628542e-05    0    3.9864075436982520409e-06    3.8508696872125113308e-15    0
81    121    0    5.3070448160230724501e-07    0    3.6226074498567328198e-06    1.5178725214899707876e-15    0
82    123    0    4.3136024061574542392e-06    0    3.5762645128722859429e-06    1.5735563856638054823e-15    0
83    134    0    1.5715894964132389242e-05    0    3.3694397198599295146e-06    1.3073426113056527392e-15    0
84    134    0    1.6027725021410899818e-05    0    3.3694397198599299381e-06    5.0541595797898940195e-17    0
85    141    0    1.4285411927392296762e-05    0    6.0922719449225475979e-06    2.4369087779690186461e-16    0
86    142    0    9.7028091660620062925e-06    0    5.0365938069216742976e-06    2.1204059927140246763e-15    0
87    143    0    2.1824956165333576356e-06    0    2.5344949494949491296e-06    8.794697474747471984e-16    0
