1    -1    2    0    5.6199999999999817674e-07    9.3799999999999995544e-07    4.6899999999999996961e-18    0
2    -1    9    0    1.0229365119742466778e-06    3.6940540540540541582e-06    8.865729729729729793e-17    0
3    -1    11    0    2.6129040014526692427e-06    5.1491833466773410298e-06    3.3366708086469166806e-15    0
4    -1    16    0    1.8634845558302091928e-05    4.9712977099236642305e-06    1.9885190839694655251e-16    0
5    -1    18    0    2.4811212198515618735e-06    3.1090487238979117119e-06    3.4821345707656610078e-16    0
6    -1    20    0    2.8025084428214633314e-06    1.009128851540616183e-05    2.0182577030812321746e-16    0
7    -1    20    0    7.9711033527822790695e-06    1.0091288515406163524e-05    8.073030812324930917e-17    0
8    -1    24    0    1.2902714520810561706e-05    3.0111159420289853381e-06    5.2995640579710133982e-16    0
9    -1    24    0    1.2934102777072985211e-05    3.0111159420289853381e-06    9.0333478260869567571e-18    0
10    -1    25    0    5.0476585536201330125e-06    4.6605853658536593526e-06    1.9667670243902439987e-15    0
11    -1    33    0    5.274354068558046154e-06    2.5518838526912177973e-06    6.2521154390934830033e-16    0
12    -1    35    0    1.614510597192427512e-05    4.9558418740849202551e-06    5.9470102489019025907e-16    0
13    -1    40    0    2.0867924528301865352e-06    3.4132075471698116278e-06    5.2563396226415090277e-16    0
14    -1    45    0    4.2550914878170652012e-06    5.349594868332208027e-06    2.7817893315327479715e-15    0
15    -1    47    0    1.3435621709905200849e-05    3.6011033274956214479e-06    8.2825376532399287615e-17    0
16    -1    48    0    2.1924281696923737686e-05    6.3997363796133558718e-06    5.119789103690684639e-16    0
17    -1    51    0    2.0317930350049497306e-05    8.3395294117647060164e-06    6.5882282352941178058e-15    0
18    -1    53    0    1.0937850399073678406e-05    3.6994307692307701201e-06    1.1357252461538464201e-15    0
19    -1    59    0    1.7271678899035368664e-06    6.1626990291262139036e-06    1.73171842718446624e-15    0
20    8    0    4.03112887414923594e-08    0    3.9908175854077740738e-06    4.9087056300515607786e-16    0
21    12    0    4.480339887498938686e-07    0    6.700000000000000438e-07    7.3700000000000000727e-18    0
22    14    0    4.1533119314590485351e-08    0    4.1117788121444360269e-06    8.1002042599245389303e-16    0
23    23    0    1.4803802304727105291e-05    0    8.8235123966942154567e-06    8.1352784297520659659e-15    0
