1    -1    1    0    1.5676387740420409081e-05    6.3065601965601970216e-06    1.87935493857493851e-15    0
2    -1    2    0    4.0096890436944527497e-06    4.1297212543554004662e-06    2.3085141811846684647e-15    0
3    -1    3    0    4.6645104156234723256e-06    4.124687499999999631e-06    8.5793499999999980943e-16    0
4    7    0    1.3962581847963340581e-05    0    6.4396239151398254152e-06    8.371511089681771615e-17    0
5    7    0    2.61218563951900429e-05    0    6.4396239151398254152e-06    1.4102776374156216065e-15    0
6    10    0    1.1620897683385925309e-07    0    7.3168253968253956903e-06    5.4876190476190454129e-16    0
7    11    0    2.5000000000000184157e-08    0    2.4749999999999995968e-06    2.499749999999999352e-16    0
8    12    0    1.8027756377319901525e-08    0    1.7847478813546751214e-06    1.8204428389817686024e-16    0
9    13    0    4.4803398874989482151e-07    0    6.6999999999999993792e-07    2.0100000000000000899e-18    0
10    1    2    2.122740672464838813e-05    1.5421493541661752789e-05    9.814207811302791038e-06    3.0424044215038656825e-16    0
11    1    2    1.9147840091863670083e-05    1.471835557061536092e-05    9.5022808329701868645e-06    3.80091233318807487e-17    0
12    1    3    2.021230101579204059e-05    1.0758706302478813536e-05    9.663448107574488033e-06    2.9956689133480917587e-16    0
13    1    9    1.2461764182563263929e-05    7.4012014720686433511e-06    1.0052107129295526189e-05    4.3224060655970756852e-16    0
14    2    3    1.107718507139014778e-05    5.6541466261262495656e-06    6.2376619763591628672e-06    2.1894193537020655623e-15    0
15    2    7    1.6756877319850017909e-05    1.6249861545947864383e-05    8.1344888089366294002e-06    5.6941421662556402796e-17    0
16    2    8    5.6349533034758952514e-06    1.6251709759311979293e-05    6.7214426547882476619e-06    5.1755108441869504559e-15    0
17    3    9    1.6569514586574879249e-05    2.4746832743244122355e-05    1.0284973677807058827e-05    1.8512952620052705595e-16    0
18    5    7    6.0970027261988691121e-06    1.7648755025751983275e-05    8.6642796774875734112e-06    6.9314237419900592051e-17    0
19    7    8    2.5695719822804239581e-06    5.021556170314364795e-06    7.5448394276354019115e-06    5.1908495262131556751e-15    0
20    7    10    1.227534335707306979e-05    7.0719805494962832416e-06    1.0149572692067454981e-05    1.0352564145908804036e-15    0
21    8    9    1.2278980012234520981e-05    1.0334046824916465185e-05    9.1913310557681945998e-06    2.4816593850574124004e-16    0
22    9    10    1.1722305331167337655e-05    1.0353771650246898403e-05    1.5600769089400610783e-05    1.8720922907280733523e-16    0
23    9    11    1.9782805827597102109e-05    1.0478197141698955081e-05    1.4316240312932676396e-05    8.1602569783716236034e-16    0
24    9    12    1.2552902819608458365e-05    4.9091508785136249481e-06    8.9775584842853874113e-06    8.9775584842853870752e-18    0
