43
1    -1    1    3.3284271247461897604e-06    0.03900854621389503174    5.408326913195983163e-06
2    -1    2    6.8245553203367552891e-06    0.034045727573345549444    6.103277807866851971e-06
3    -1    3    3.4999999999999999475e-06    0.044384057971014495569    1.9855729651664780672e-05
4    -1    3    1.4999999999999996145e-06    0.022499999999999988759    1.3865424623862044394e-05
5    -1    3    1.4999999999999970734e-06    0.028124999999999889672    2.1731313812100734573e-05
6    -1    3    1.4999999999999970734e-06    0.056249999999999779343    7.7620873481300102726e-06
7    -1    5    2.5000000000000010515e-06    0.024801587301587321027    1.9551214796017150714e-05
8    11    0    2.7360679774997898139e-06    0.03599071143028746006    5.5901699437494786676e-06
9    12    0    9.1023252670426264469e-06    0.036275098628302374082    6.7268120235368552068e-06
10    12    0    4.9999999999999997737e-07    0.015625    2.1662179022434467147e-05
11    12    0    4.9999999999999997737e-07    0.0089285714285714298105    2.2005681084665388062e-05
12    13    0    1.914213562373094816e-06    0.035232822715125906854    2.6925824035672516872e-06
13    14    0    4.6231056256176625811e-06    0.019501008782497882693    4.8218253804964725812e-06
14    15    0    5.5000000000000023981e-06    0.038194444444444475284    2.6925824035672521107e-06
15    16    0    1.500000000000000038e-06    0.031250000000000006939    5.0000000000000537721e-07
16    1    3    2.8452078799117151165e-06    0.019648562815319702002    2.5977932172325351437e-05
17    1    4    2.0811388300841894671e-06    0.019335441205732988024    2.2420981683769259946e-05
18    2    4    1.5000000000000038496e-06    0.029605263157894894793    3.0410955205227640857e-05
19    2    4    2.845207879911716387e-06    0.028911456713970447308    2.0369587443116673759e-05
20    2    5    2.3708286933869657629e-06    0.030547982029276887772    2.7595320997278754863e-05
21    2    6    1.2071067811865467085e-06    0.036427669529663642134    1.6268010656461729985e-05
22    3    8    3.0495097567963922449e-06    0.013285013938280559181    2.880697742134598311e-05
23    3    8    2.08113883008418862e-06    0.026409383110269420147    3.3405976628698278211e-05
24    3    8    4.9999999999999997737e-07    0.03125    2.9477556647153747935e-05
25    4    8    1.4999999999999970734e-06    0.026785714285714180144    2.382991767712379976e-05
26    5    7    4.9999999999999997737e-07    0.020833333333333332177    4.075477540815361662e-05
27    5    8    2.0811388300841852319e-06    0.031846609044736552685    5.3010241568520702782e-05
28    5    12    3.0495097567963892803e-06    0.021727826534570969519    4.2823559073230079905e-05
29    6    9    4.9999999999999997737e-07    0.03125    2.0424607299109390473e-05
30    6    12    1.2071067811865456497e-06    0.052039527899519398557    3.120137952091023791e-05
31    7    8    3.5000000000000016416e-06    0.016734972677595643525    3.4493152629128868807e-05
32    7    11    1.9142135623730935454e-06    0.028626668456039758986    2.903222456700906782e-05
33    8    10    4.9999999999999997737e-07    0.015625    2.1405124837953328425e-05
34    8    11    2.08113883008418862e-06    0.036092823584034885998    3.495376983104358002e-05
35    8    12    2.0811388300841852319e-06    0.028494334408448500351    3.6633950316055014819e-05
36    8    12    2.0811388300841894671e-06    0.014437129433613965848    4.3504551383340328205e-05
37    8    14    1.9142135623730935454e-06    0.026172954016950640554    3.5874605803364364293e-05
38    8    15    4.9999999999999997737e-07    0.020833333333333332177    2.4869802164831838136e-05
39    9    12    1.2071067811865503083e-06    0.016558031604392661751    2.8886631774604569739e-05
40    11    14    2.0811388300841920082e-06    0.010119483247860279473    2.5293094559839264372e-05
41    11    14    4.9999999999999997737e-07    0.0625    2.0954042897613232908e-05
42    12    14    4.9999999999999997737e-07    0.0625    2.5648725230186562396e-05
43    14    15    4.9999999999999997737e-07    0.015625    2.5205826434647041797e-05
