29
1    -1    1    1.500000000000000038e-06    0.020833333333333339116    2.3584952830141511803e-05
2    -1    1    4.9999999999999997737e-07    0.0041666666666666674762    2.7427176303804956449e-05
3    -1    3    4.7426406871192893636e-06    0.028115800858899159947    1.1280514172678477613e-05
4    -1    7    1.9142135623730910043e-06    0.043621590028250945004    1.5000000000000030026e-06
5    -1    9    1.3538404810405294388e-05    0.034687434672673204961    8.4409715080670652467e-06
6    -1    12    3.3284271247461914545e-06    0.044671077115912088962    1.500000000000000038e-06
7    2    0    4.9721359549995776386e-06    0.035725629992773934307    3.7749172176353790471e-06
8    4    0    4.1055512754639899174e-06    0.040518152104480759101    1.2459935794377111724e-05
9    5    0    3.3284271247461906075e-06    0.031472804331665327204    2.0615528128088324136e-06
10    6    0    4.6231056256176566519e-06    0.046062727641417292035    1.7755280904564710347e-05
11    13    0    4.4999999999999958788e-06    0.033976510067114037983    5.4083269131959882452e-06
12    1    3    4.9999999999999997737e-07    0.0016447368421052635003    5.0790497098473739188e-05
13    1    9    4.9999999999999997737e-07    0.0056818181818181819759    4.212457108852649026e-05
14    2    4    1.9142135623730982041e-06    0.024758199745764236654    2.5474858249775617362e-05
15    2    6    1.4999999999999970734e-06    0.04687499999999981265    2.9175040005089584256e-05
16    2    6    4.9999999999999997737e-07    0.0078125    3.0487688397692268668e-05
17    3    9    2.5000000000000002045e-06    0.02480158730158730368    3.6865468032169966214e-05
18    3    10    1.4999999999999970734e-06    0.026785714285714180144    3.2965124843083049174e-05
19    4    6    1.4999999999999970734e-06    0.028124999999999889672    3.2734916208813070429e-05
20    4    8    2.5000000000000010515e-06    0.035511363636363667273    1.8453463705317458166e-05
21    6    10    4.9999999999999997737e-07    0.00390625    2.3033829153040783573e-05
22    6    11    2.370828693386969998e-06    0.020074388190667744047    2.2234085732200795712e-05
23    8    9    3.0495097567963918214e-06    0.017349831635814157854    3.9105644649035506877e-05
24    8    9    4.9999999999999997737e-07    0.020833333333333332177    4.9573804967170619052e-05
25    8    11    3.4154759474226510677e-06    0.017054789396816750352    2.4123472557481182282e-05
26    9    10    2.5000000000000010515e-06    0.019290123456790139733    3.4043143106361531121e-05
27    9    11    2.08113883008418862e-06    0.036092823584034885998    3.2379787181235569564e-05
28    10    11    3.9641016151377566896e-06    0.026365942307278147222    1.3603277807866847926e-05
29    11    13    4.9999999999999997737e-07    0.015625    3.0321112756006009069e-05
