5602
1    -1    1    2.5000000000000010515e-06    0.024038461538461560613    2.2912878474779138266e-06
2    -1    2    3.3284271247461821371e-06    0.055392135623730694161    4.9999999999999997737e-07
3    -1    3    4.9999999999999997737e-07    0.015625    4.9999999999999997737e-07
4    -1    4    4.9999999999999997737e-07    0.012500000000000000694    1.4999999999999981322e-06
5    -1    5    2.4999999999999942753e-06    0.025614754098360538459    1.1180339887498983593e-06
6    -1    6    1.4999999999999970734e-06    0.035156249999999861222    1.1180339887498922183e-06
7    -1    7    4.9999999999999997737e-07    0.012500000000000000694    1.1180339887498680779e-06
8    -1    8    4.9999999999999997737e-07    0.010416666666666666088    1.5000000000000163434e-06
9    -1    9    2.7360679774997847317e-06    0.044559928437498591558    1.5000000000000165551e-06
10    -1    10    1.4999999999999970734e-06    0.04326923076923060163    4.9999999999999997737e-07
11    -1    11    4.9999999999999997737e-07    0.0069444444444444449263    1.1180339887499045003e-06
12    -1    12    1.5000000000000106259e-06    0.025568181818182180581    2.0615528128088273314e-06
13    -1    13    4.1055512754639848352e-06    0.029675266330042176371    6.3442887702247628389e-06
14    -1    14    4.7426406871192927517e-06    0.047253446821679333245    4.0311288741492715153e-06
15    -1    15    4.5000000000000162076e-06    0.039862204724409738832    3.7749172176353710003e-06
16    -1    16    8.5622577482985551842e-06    0.034516128883379779135    6.8007352543677327279e-06
17    -1    17    4.9721359549995793327e-06    0.023411113593749605793    7.5000000000000069663e-06
18    -1    18    6.8245553203367417366e-06    0.043446413545090045716    4.9244289008980624846e-06
19    -1    19    8.499999999999999933e-06    0.038106540084388192124    5.024937810560455965e-06
20    -1    20    5.4999999999999964689e-06    0.039183937823834141811    3.6400549446402583627e-06
21    -1    21    1.0499999999999999419e-05    0.040473568281938328284    3.7749172176353731179e-06
22    -1    22    5.4999999999999973159e-06    0.045833333333333295401    3.7749172176353731179e-06
23    -1    23    5.8851648071345036693e-06    0.041829909187360514444    5.4083269131959857041e-06
24    -1    24    7.7801098892805178674e-06    0.04503728414380991224    6.9462219947248878701e-06
25    -1    25    6.5827625302982565241e-06    0.032050859859688390907    4.6097722286464444809e-06
26    -1    26    4.5000000000000433127e-06    0.037779850746269383333    3.7749172176353735414e-06
27    -1    27    3.5000000000000185822e-06    0.022685185185185426093    3.6400549446402583627e-06
28    -1    28    4.5000000000000162076e-06    0.016383495145631189055    1.1236102527122109371e-05
29    -1    29    4.5000000000000026551e-06    0.038645038167938981777    6.3442887702247577567e-06
30    -1    30    8.115773105863916464e-06    0.025728817619478143441    1.1368817000902076687e-05
31    -1    30    1.5000000000000241784e-06    0.023437500000000756339    2.8535066146760561457e-05
32    -1    31    9.0440037453175362069e-06    0.031219085398976196416    1.1926860441876585152e-05
33    -1    32    3.4999999999999914772e-06    0.048611111111110869021    5.3150729063673199869e-06
